#,Season,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
999,2022,Austin Meadows,DET,36,147,0,9,11,0,10.90%,11.60%,0.078,0.288,0.25,0.347,0.328,0.307,,100,-1.2,-1.2,-5.8,-0.3
1000,2022,Jackie Bradley Jr.,2 Tms,132,370,4,30,38,2,6.50%,20.80%,0.108,0.251,0.203,0.255,0.311,0.252,,56,-0.7,-19,4.8,-0.3
1001,2023,Hanser Alberto,CHW,30,90,3,11,16,0,4.40%,14.40%,0.171,0.224,0.22,0.261,0.39,0.279,,74,-0.6,-3.5,-2.2,-0.3
1002,2023,Terrin Vavra,BAL,27,56,0,9,5,1,8.90%,21.40%,0,0.324,0.245,0.315,0.245,0.261,,64,0,-2.5,-2.1,-0.3
1003,2023,Salvador Perez,KCR,140,580,23,59,80,0,3.30%,23.30%,0.167,0.294,0.255,0.292,0.422,0.302,,86,-3.5,-13.1,-9.2,-0.3
1004,2022,Jordan Diaz,OAK,15,51,0,3,1,0,3.90%,13.70%,0.061,0.31,0.265,0.294,0.327,0.275,,81,0.2,-0.9,-3.2,-0.3
1005,2023,Kyren Paris,LAA,15,46,0,4,1,3,8.70%,37.00%,0,0.174,0.1,0.2,0.1,0.156,,-12,0.9,-5.3,1,-0.3
1006,2022,CJ Abrams,2 Tms,90,302,2,33,21,7,1.70%,16.60%,0.077,0.291,0.246,0.28,0.324,0.267,,72,1.7,-8.2,-4.6,-0.3
1007,2023,J.P. Martínez,TEX,17,44,1,7,4,0,4.50%,36.40%,0.1,0.32,0.225,0.25,0.325,0.246,,49,0.4,-2.3,-1.9,-0.3
1008,2022,Matt Davidson,2 Tms,13,37,2,3,3,0,8.10%,35.10%,0.176,0.158,0.147,0.216,0.324,0.24,,54,-0.2,-2.1,-1.7,-0.3
1009,2023,Bligh Madris,HOU,12,30,0,4,0,0,13.30%,23.30%,0.038,0.211,0.154,0.267,0.192,0.222,,36,-0.2,-2.5,-1.3,-0.3
1010,2023,Chris Owings,PIT,11,25,0,0,0,0,0.00%,48.00%,0,0.308,0.16,0.16,0.16,0.141,,-22,0,-3.8,0.2,-0.3
1011,2023,Hunter Dozier,KCR,29,91,2,8,9,2,8.80%,31.90%,0.122,0.25,0.183,0.253,0.305,0.247,,48,0.9,-4.8,-1,-0.3
1012,2023,Ji Hwan Bae,PIT,111,371,2,54,32,24,8.10%,24.80%,0.081,0.31,0.231,0.296,0.311,0.272,,66,2.9,-12.7,-2.7,-0.3
1013,2023,Abraham Almonte,NYM,8,16,0,1,0,0,6.30%,50.00%,0.067,0.143,0.067,0.125,0.133,0.121,,-29,0,-2.6,-0.8,-0.3
1014,2022,Victor Reyes,DET,92,336,3,27,34,2,3.90%,22.90%,0.108,0.322,0.254,0.289,0.362,0.284,,83,-0.3,-6.6,-6.7,-0.3
1015,2022,Alec Burleson,STL,16,53,1,4,3,1,9.40%,17.00%,0.083,0.211,0.188,0.264,0.271,0.245,,56,0.1,-2.6,-1.9,-0.3
1016,2023,Edwin Ríos,CHC,18,34,1,3,2,0,14.70%,47.10%,0.143,0.091,0.071,0.235,0.214,0.219,,33,0,-2.9,-1.1,-0.3
1017,2022,Yonny Hernández,ARI,12,28,0,2,0,2,7.10%,14.30%,0,0.1,0.083,0.154,0.083,0.121,,-31,0.8,-3.5,-0.2,-0.3
1018,2022,Alcides Escobar,WSN,42,131,0,12,8,1,3.80%,24.40%,0.065,0.293,0.218,0.26,0.282,0.242,,52,0.9,-6.4,-0.7,-0.3
1019,2023,Francisco Mejía,TBR,50,160,5,22,19,0,3.80%,23.80%,0.173,0.266,0.227,0.258,0.4,0.28,,80,-0.8,-4.7,-3.6,-0.3
1020,2023,Matt Beaty,2 Tms,30,72,0,8,4,0,8.30%,19.40%,0.066,0.298,0.23,0.347,0.295,0.3,,85,-1.8,-3,-2.4,-0.3
1021,2022,Anthony Bemboom,BAL,22,59,1,4,1,0,10.20%,28.80%,0.096,0.147,0.115,0.207,0.212,0.196,,24,0,-5.1,0.4,-0.3
1022,2022,Niko Goodrum,HOU,15,45,0,2,1,1,4.40%,51.10%,0.047,0.25,0.116,0.156,0.163,0.146,,-13,0.8,-5,0.7,-0.3
1023,2023,Garrett Stubbs,PHI,41,125,1,15,12,2,7.20%,23.20%,0.08,0.265,0.204,0.274,0.283,0.252,,54,0.9,-6.3,-1,-0.3
1024,2022,Tucker Barnhart,DET,94,308,1,16,16,0,8.10%,24.00%,0.046,0.296,0.221,0.287,0.267,0.253,,61,-1.7,-15.1,2.4,-0.3
1025,2023,Irving Lopez,STL,5,12,0,0,1,0,0.00%,41.70%,0,0,0,0,0,0,,-100,0,-3.2,-0.3,-0.3
1026,2023,Jesús Aguilar,OAK,36,115,5,8,9,0,7.00%,27.00%,0.163,0.261,0.221,0.281,0.385,0.282,,81,-1.6,-4.2,-2.8,-0.3
1027,2023,Trey Cabbage,LAA,22,56,1,5,7,1,3.60%,46.40%,0.113,0.37,0.208,0.232,0.321,0.238,,44,-0.3,-4.1,-0.9,-0.3
1028,2023,Matt Carpenter,SDP,76,237,5,18,31,1,17.30%,28.30%,0.144,0.231,0.176,0.322,0.319,0.293,,86,-0.2,-4.1,-7.1,-0.3
1029,2022,Esteury Ruiz,2 Tms,17,36,0,3,2,1,2.80%,19.40%,0.086,0.214,0.171,0.194,0.257,0.197,,25,-0.5,-3.6,-0.5,-0.3
1030,2023,Jonah Bride,OAK,40,106,0,9,7,0,10.40%,20.80%,0.034,0.221,0.17,0.286,0.205,0.237,,50,-2,-8.4,1.6,-0.3
1031,2022,Kelvin Gutiérrez,BAL,12,33,0,2,3,1,12.10%,24.20%,0.036,0.2,0.143,0.25,0.179,0.208,,32,0,-2.5,-1.5,-0.3
1032,2022,Jeter Downs,BOS,14,41,1,4,4,0,2.40%,51.20%,0.103,0.278,0.154,0.171,0.256,0.184,,7,0.5,-3.8,-0.5,-0.3
1033,2023,Jose Barrero,CIN,46,149,2,15,17,3,10.10%,29.50%,0.105,0.307,0.218,0.295,0.323,0.276,,65,0.5,-5.9,-2.4,-0.3
1034,2023,Brian Serven,COL,11,23,0,0,1,0,0.00%,43.50%,0.043,0.231,0.13,0.13,0.174,0.131,,-42,-0.1,-4.2,0.2,-0.3
1035,2022,Robbie Grossman,2 Tms,129,477,7,40,45,6,11.70%,27.00%,0.102,0.283,0.209,0.31,0.311,0.283,,81,-0.2,-10.3,-8.3,-0.3
1036,2023,Blake Rutherford,WSN,16,36,0,4,2,0,2.80%,27.80%,0,0.24,0.171,0.194,0.171,0.166,,-4,-0.1,-4.7,0.2,-0.3
1037,2022,Korey Lee,HOU,12,26,0,1,4,0,3.80%,34.60%,0.08,0.25,0.16,0.192,0.24,0.192,,19,-0.1,-2.5,-1.5,-0.3
1038,2023,Yonathan Daza,COL,24,80,0,8,7,1,3.80%,16.30%,0.081,0.323,0.27,0.304,0.351,0.286,,62,-0.4,-4.2,-1.8,-0.3
1039,2022,Jonathan Araúz,2 Tms,15,41,1,3,5,0,2.40%,29.30%,0.079,0.154,0.132,0.15,0.211,0.157,,-2,0.2,-4.8,0.4,-0.3
1040,2023,Starling Marte,NYM,86,341,5,38,28,24,4.70%,20.20%,0.076,0.303,0.248,0.301,0.324,0.278,,76,4.1,-6,-8.9,-0.3
1041,2022,Richie Palacios,CLE,54,123,0,7,10,2,7.30%,16.30%,0.054,0.28,0.232,0.293,0.286,0.258,,67,0.3,-4.3,-2.8,-0.3
1042,2022,Andrelton Simmons,CHC,35,85,0,8,7,4,8.20%,15.30%,0.013,0.21,0.173,0.244,0.187,0.204,,27,0.1,-7.1,1.1,-0.3
1043,2022,Luis Torrens,SEA,57,166,3,13,15,0,7.20%,30.10%,0.073,0.31,0.225,0.283,0.298,0.261,,72,-1.4,-6.7,-1.8,-0.3
1044,2022,Michael Siani,CIN,9,24,0,1,0,0,0.00%,29.20%,0,0.235,0.167,0.167,0.167,0.147,,-18,-0.2,-3.5,-0.5,-0.3
1045,2022,Michael Hermosillo,CHC,31,73,0,7,4,1,9.60%,37.00%,0.033,0.206,0.115,0.25,0.148,0.203,,27,0.7,-5.5,-0.2,-0.3
1046,2022,Willie Calhoun,2 Tms,22,62,1,7,3,0,14.50%,12.90%,0.115,0.14,0.135,0.274,0.25,0.249,,57,-0.7,-3.7,-1.5,-0.3
1047,2023,Taylor Motter,STL,29,82,0,3,2,0,6.10%,37.80%,0.039,0.289,0.171,0.232,0.211,0.204,,25,0.4,-7.3,1.1,-0.3
1048,2022,Dee Strange-Gordon,WSN,23,59,0,6,2,3,0.00%,13.60%,0.051,0.353,0.305,0.305,0.356,0.288,,84,-0.2,-1.3,-3.9,-0.3
1049,2023,Oswald Peraza,NYY,52,191,2,15,14,4,6.80%,26.20%,0.081,0.256,0.191,0.267,0.272,0.246,,53,-0.3,-10.9,1.1,-0.3
1050,2022,Mickey Moniak,2 Tms,37,112,3,13,8,1,3.60%,39.30%,0.132,0.254,0.17,0.207,0.302,0.223,,39,1.2,-6.6,-0.3,-0.3
1051,2023,Avisaíl García,MIA,37,118,3,8,12,2,5.10%,33.10%,0.13,0.258,0.185,0.241,0.315,0.241,,46,0.2,-7.6,0.2,-0.3
1052,2023,Alika Williams,PIT,46,112,0,7,6,0,8.00%,31.30%,0.05,0.303,0.198,0.27,0.248,0.238,,43,-0.3,-8.1,0.9,-0.3
1053,2022,Ryan O'Hearn,KCR,67,145,1,14,16,0,5.50%,24.10%,0.082,0.313,0.239,0.29,0.321,0.272,,71,0.3,-4.5,-3.3,-0.3
1054,2022,JJ Bleday,MIA,65,238,5,21,16,4,12.60%,28.20%,0.142,0.216,0.167,0.277,0.309,0.266,,68,0.8,-8,-3.4,-0.3
1055,2022,Jo Adell,LAA,88,285,8,22,27,4,3.90%,37.50%,0.149,0.338,0.224,0.264,0.373,0.278,,77,0.8,-6.5,-5.9,-0.3
1056,2023,Luken Baker,STL,33,99,2,9,10,0,13.10%,31.30%,0.105,0.302,0.209,0.313,0.314,0.285,,79,-1.3,-3.9,-2.9,-0.3
1057,2022,Lenyn Sosa,CHW,11,36,1,3,1,0,2.80%,33.30%,0.114,0.136,0.114,0.139,0.229,0.161,,-4,-0.1,-4.3,-0.1,-0.3
1058,2022,Sandy León,2 Tms,34,86,0,6,4,0,15.10%,31.40%,0.042,0.273,0.169,0.298,0.211,0.246,,58,-2.4,-6.4,0.4,-0.3
1059,2023,Cooper Hummel,SEA,10,26,0,2,0,1,7.70%,34.60%,0.043,0.143,0.087,0.192,0.13,0.163,,-2,-0.3,-3.5,-0.9,-0.3
1060,2022,Zack Collins,2 Tms,36,108,4,9,11,0,8.30%,38.00%,0.165,0.208,0.155,0.231,0.32,0.245,,57,-0.2,-5.6,-1.3,-0.4
1061,2023,Clint Frazier,CHW,33,76,0,10,3,4,13.20%,30.30%,0.045,0.302,0.197,0.303,0.242,0.256,,58,-0.2,-4.1,-2.1,-0.4
1062,2023,Heliot Ramos,SFG,25,60,1,5,2,0,6.70%,33.30%,0.125,0.257,0.179,0.233,0.304,0.236,,47,-0.4,-4.3,-1.3,-0.4
1063,2022,Zach Reks,TEX,16,34,0,3,3,0,0.00%,29.40%,0.029,0.375,0.265,0.265,0.294,0.245,,54,-0.2,-2,-2.5,-0.4
1064,2022,Josh VanMeter,PIT,67,192,3,15,14,4,9.90%,23.40%,0.105,0.232,0.187,0.266,0.292,0.251,,57,1.1,-8.4,-1.5,-0.4
1065,2023,Nick Senzel,CIN,104,330,13,49,42,6,7.90%,22.40%,0.163,0.269,0.236,0.297,0.399,0.302,,83,1.4,-5.8,-9.1,-0.4
1066,2022,Brent Rooker,2 Tms,16,36,0,1,2,0,8.30%,30.60%,0.031,0.19,0.125,0.222,0.156,0.186,,14,-0.3,-3.9,-0.7,-0.4
1067,2022,Nick Pratto,KCR,49,182,7,18,20,0,10.40%,36.30%,0.203,0.25,0.184,0.271,0.386,0.287,,81,-1.5,-5.4,-3.9,-0.4
1068,2022,Bobby Bradley,CLE,8,17,0,1,0,0,0.00%,52.90%,0,0.25,0.118,0.118,0.118,0.104,,-42,0,-2.7,-1.3,-0.4
1069,2022,Kyle Lewis,SEA,18,62,3,6,5,0,8.10%,30.60%,0.161,0.147,0.143,0.226,0.304,0.239,,56,-0.9,-4,-1.5,-0.4
1070,2023,Jake Alu,WSN,51,175,2,14,16,5,5.70%,24.00%,0.063,0.291,0.226,0.282,0.289,0.256,,56,0.3,-9.1,-0.7,-0.4
1071,2023,Coco Montes,COL,18,41,1,3,3,0,4.90%,29.30%,0.132,0.24,0.184,0.244,0.316,0.247,,36,-0.2,-3.4,-1.8,-0.4
1072,2022,Tres Barrera,WSN,19,53,0,2,4,0,3.80%,30.20%,0.02,0.265,0.18,0.212,0.2,0.187,,14,-0.4,-5.7,0.3,-0.4
1073,2022,Andrew Knizner,STL,97,293,4,28,25,0,8.90%,21.20%,0.085,0.268,0.215,0.301,0.3,0.275,,77,-1.8,-9.6,-4,-0.4
1074,2022,Estevan Florial,NYY,17,35,0,4,1,2,8.60%,37.10%,0,0.167,0.097,0.2,0.097,0.155,,-5,0.9,-3.3,-1.5,-0.4
1075,2022,Andrew Knapp,3 Tms,16,46,0,4,4,0,10.90%,26.10%,0.026,0.179,0.128,0.239,0.154,0.195,,21,0.5,-3.8,-1.4,-0.4
1076,2022,Jarren Duran,BOS,58,223,3,23,17,7,6.30%,28.30%,0.142,0.302,0.221,0.283,0.363,0.284,,77,0.5,-5.2,-5.6,-0.4
1077,2022,Dom Nuñez,COL,14,41,0,3,2,0,14.60%,24.40%,0.03,0.16,0.121,0.244,0.152,0.196,,6,0.3,-4.2,-0.9,-0.4
1078,2022,Yasmani Grandal,CHW,99,376,5,15,27,1,12.00%,21.00%,0.067,0.249,0.202,0.301,0.269,0.263,,68,-6.2,-19.9,4.1,-0.4
1079,2023,Christian Arroyo,BOS,66,206,3,23,24,1,3.40%,21.80%,0.128,0.295,0.241,0.268,0.369,0.274,,65,-2.3,-11,0,-0.4
1080,2023,Colton Cowser,BAL,26,77,0,15,4,1,16.90%,28.60%,0.033,0.175,0.115,0.286,0.148,0.226,,40,0.6,-4.9,-1.7,-0.4
1081,2023,Mike Moustakas,2 Tms,112,386,12,43,48,0,6.00%,24.60%,0.145,0.296,0.247,0.293,0.392,0.294,,77,-1.3,-11.9,-5.3,-0.4
1082,2022,Yolmer Sánchez,2 Tms,17,44,0,1,2,0,11.40%,29.50%,0,0.167,0.108,0.214,0.108,0.166,,-6,-0.9,-6.2,0.9,-0.4
1083,2023,Eric Hosmer,CHC,31,100,2,7,14,0,6.00%,25.00%,0.096,0.299,0.234,0.28,0.33,0.269,,67,-1.1,-5.2,-2.2,-0.4
1084,2023,Aledmys Díaz,OAK,109,344,4,25,24,1,4.90%,19.20%,0.108,0.273,0.229,0.28,0.337,0.268,,72,-3.1,-14.8,-0.9,-0.4
1085,2023,Ji Man Choi,2 Tms,39,117,6,12,13,0,8.50%,29.90%,0.221,0.169,0.163,0.239,0.385,0.267,,65,0.6,-4.5,-3.6,-0.4
1086,2023,Hunter Goodman,COL,23,77,1,6,17,1,6.50%,31.20%,0.186,0.277,0.2,0.247,0.386,0.266,,48,-0.1,-5,-1.7,-0.4
1087,2022,Jason Heyward,CHC,48,151,1,15,10,1,7.30%,21.20%,0.073,0.26,0.204,0.278,0.277,0.253,,61,-0.1,-7,-2.1,-0.4
1088,2022,Steven Duggar,3 Tms,29,80,0,7,4,5,8.80%,51.20%,0.069,0.344,0.153,0.225,0.222,0.205,,28,1,-5.5,-1.1,-0.4
1089,2023,Isan Díaz,2 Tms,8,26,0,0,1,0,7.70%,34.60%,0,0.067,0.042,0.115,0.042,0.087,,-50,-0.1,-5,0,-0.4
1090,2022,Mike Moustakas,CIN,78,285,7,30,25,2,8.40%,26.30%,0.131,0.272,0.214,0.295,0.345,0.286,,77,-0.5,-8.1,-5.6,-0.4
1091,2023,Sandy León,TEX,22,44,0,4,4,0,2.30%,45.50%,0.049,0.286,0.146,0.186,0.195,0.173,,-1,-0.4,-5.8,0.1,-0.4
1092,2023,Nick Gordon,MIN,34,93,2,13,7,0,1.10%,11.80%,0.143,0.179,0.176,0.185,0.319,0.213,,30,0.6,-7.2,-0.2,-0.4
1093,2023,Luke Voit,MIL,22,74,0,5,4,2,5.40%,36.50%,0.044,0.366,0.221,0.284,0.265,0.251,,53,-0.2,-4.5,-2.2,-0.4
1094,2023,Luis Matos,SFG,76,253,2,24,14,3,7.90%,13.00%,0.092,0.285,0.25,0.319,0.342,0.295,,87,-0.9,-5.1,-7.8,-0.4
1095,2022,Alex Dickerson,ATL,13,36,1,3,2,0,8.30%,25.00%,0.091,0.13,0.121,0.194,0.212,0.189,,14,-0.6,-4.2,-1.1,-0.4
1096,2023,Kyle Stowers,BAL,14,33,0,1,0,0,9.10%,36.40%,0,0.111,0.067,0.152,0.067,0.117,,-36,-0.2,-5.6,0.1,-0.4
1097,2023,Kyle Lewis,ARI,16,54,1,2,2,0,5.60%,38.90%,0.098,0.241,0.157,0.204,0.255,0.204,,21,0.2,-5,-1.2,-0.4
1098,2023,Jorge Alfaro,2 Tms,18,52,1,2,4,0,3.80%,28.80%,0.146,0.188,0.146,0.212,0.292,0.223,,23,-0.9,-5.8,-0.3,-0.4
1099,2023,Tucupita Marcano,PIT,75,220,3,16,18,5,4.50%,15.90%,0.124,0.265,0.233,0.276,0.356,0.275,,68,0.1,-8.6,-3.4,-0.4
1100,2023,Tyler Nevin,DET,41,111,2,11,10,0,10.80%,22.50%,0.116,0.246,0.2,0.306,0.316,0.282,,76,-0.2,-3.4,-4.9,-0.4
1101,2023,Derek Hill,WSN,13,50,0,3,1,1,6.00%,22.00%,0.021,0.222,0.17,0.22,0.191,0.19,,12,0.3,-5.1,-1.1,-0.5
1102,2023,Dominic Canzone,2 Tms,59,182,6,23,21,1,4.40%,17.60%,0.179,0.237,0.22,0.258,0.399,0.282,,79,-1.7,-6.3,-4.4,-0.5
1103,2023,Kevin Smith,OAK,49,146,5,15,11,1,3.40%,34.90%,0.141,0.253,0.185,0.22,0.326,0.236,,49,0.2,-8.6,-0.9,-0.5
1104,2022,Hanser Alberto,LAD,73,159,2,13,15,0,1.90%,15.70%,0.122,0.279,0.244,0.258,0.365,0.27,,74,-2.1,-7,-2.7,-0.5
1105,2023,Luke Williams,2 Tms,11,19,0,1,0,4,0.00%,36.80%,0,0.083,0.053,0.053,0.053,0.046,,-75,0.1,-4.2,-1,-0.5
1106,2022,Vidal Bruján,TBR,52,162,3,13,16,5,7.40%,22.80%,0.095,0.193,0.163,0.228,0.259,0.22,,43,-0.8,-11.2,1.7,-0.5
1107,2022,Magneuris Sierra,LAA,45,96,0,7,5,6,4.20%,26.00%,0.077,0.227,0.165,0.2,0.242,0.195,,19,0,-8.7,1.2,-0.5
1108,2023,Everson Pereira,NYY,27,103,0,6,10,4,7.80%,38.80%,0.043,0.264,0.151,0.233,0.194,0.202,,23,0.6,-8.8,0.7,-0.5
1109,2023,Mike Brosseau,MIL,29,78,4,4,8,0,5.10%,25.60%,0.192,0.224,0.205,0.256,0.397,0.281,,74,-0.6,-3.2,-4.2,-0.5
1110,2022,Bligh Madris,PIT,39,123,1,10,7,2,8.10%,25.20%,0.088,0.235,0.177,0.244,0.265,0.231,,43,0.5,-7.6,-1,-0.5
1111,2023,Brett Sullivan,SDP,33,86,1,7,6,0,4.70%,22.10%,0.074,0.258,0.21,0.244,0.284,0.232,,46,-0.2,-6,-1.7,-0.5
1112,2022,Will Benson,CLE,28,61,0,8,3,0,4.90%,31.10%,0.018,0.278,0.182,0.25,0.2,0.212,,35,0.1,-4.3,-2.1,-0.5
1113,2022,Óscar Mercado,2 Tms,55,128,4,17,16,2,3.90%,22.70%,0.165,0.236,0.207,0.242,0.372,0.266,,73,0,-3.9,-4.7,-0.5
1114,2023,Brett Wisely,SFG,51,131,2,10,8,2,6.90%,30.50%,0.092,0.241,0.175,0.231,0.267,0.222,,38,-1,-11.1,1.9,-0.5
1115,2022,Harold Castro,DET,120,443,7,37,47,0,3.80%,17.80%,0.11,0.318,0.271,0.3,0.381,0.297,,92,-1.6,-5.6,-13.1,-0.5
1116,2022,Justin Upton,SEA,17,57,1,2,3,0,10.50%,40.40%,0.083,0.208,0.125,0.263,0.208,0.231,,50,-1.8,-4.9,-1.4,-0.5
1117,2023,Yuli Gurriel,MIA,108,329,4,32,27,4,7.90%,13.40%,0.114,0.272,0.245,0.304,0.359,0.287,,77,-0.4,-9.8,-6.2,-0.5
1118,2022,Austin Hedges,CLE,105,338,7,26,30,2,7.40%,23.10%,0.085,0.193,0.163,0.241,0.248,0.225,,44,-3.6,-24.9,9.6,-0.5
1119,2022,Garrett Hampson,COL,90,226,2,29,15,12,9.30%,27.90%,0.095,0.294,0.211,0.287,0.307,0.267,,54,1.6,-10.4,-1.8,-0.5
1120,2023,C.J. Cron,2 Tms,71,278,12,38,37,0,6.10%,23.40%,0.186,0.284,0.248,0.295,0.434,0.312,,82,-5.3,-11.3,-3,-0.5
1121,2022,Heliot Ramos,SFG,9,22,0,4,0,0,9.10%,27.30%,0,0.143,0.1,0.182,0.1,0.143,,-12,0.1,-2.8,-2.6,-0.5
1122,2023,Tim Anderson,CHW,123,524,1,52,25,13,5.00%,23.30%,0.051,0.323,0.245,0.286,0.296,0.26,,60,-1,-26.1,3.4,-0.5
1123,2022,Jack Mayfield,LAA,23,74,1,8,6,1,4.10%,23.00%,0.086,0.231,0.186,0.23,0.271,0.224,,39,-0.5,-5.5,-1.5,-0.5
1124,2022,Eddy Alvarez,LAD,14,27,0,1,3,1,0.00%,33.30%,0,0.235,0.16,0.154,0.16,0.136,,-18,-0.1,-3.8,-1.8,-0.5
1125,2023,Mark Mathias,2 Tms,27,72,0,6,6,3,13.90%,20.80%,0.032,0.298,0.226,0.333,0.258,0.278,,71,-1.4,-4,-3.5,-0.5
1126,2022,Marcell Ozuna,ATL,124,507,23,56,56,2,6.10%,24.10%,0.187,0.252,0.226,0.274,0.413,0.298,,89,-2.6,-9.1,-12.9,-0.5
1127,2022,Hoy Park,PIT,23,60,2,7,6,1,6.70%,25.00%,0.157,0.25,0.216,0.276,0.373,0.282,,78,0.9,-0.7,-6.1,-0.5
1128,2022,Ehire Adrianza,2 Tms,37,110,0,8,7,1,10.00%,22.70%,0.031,0.233,0.175,0.264,0.206,0.222,,38,0.8,-7.1,-1.4,-0.5
1129,2023,Jon Singleton,2 Tms,36,105,2,11,12,0,12.40%,21.90%,0.099,0.194,0.165,0.267,0.264,0.244,,51,-0.5,-6.8,-1.9,-0.5
1130,2023,Jake Bauers,NYY,84,272,12,28,30,3,9.90%,34.90%,0.211,0.268,0.202,0.279,0.413,0.297,,89,-2.6,-6.1,-8.3,-0.5
1131,2023,Brett Baty,NYM,108,389,9,41,34,2,7.50%,28.00%,0.11,0.28,0.212,0.275,0.323,0.266,,68,-0.7,-16.2,-2.2,-0.5
1132,2022,Chuckie Robinson,CIN,25,60,2,3,5,0,0.00%,28.30%,0.136,0.15,0.136,0.136,0.271,0.173,,0,-1.1,-8.1,1.1,-0.5
1133,2022,Travis Demeritte,ATL,26,96,3,9,6,0,6.30%,33.30%,0.124,0.291,0.213,0.26,0.337,0.263,,65,-1.4,-5.3,-2.9,-0.5
1134,2023,Michael Busch,LAD,27,81,2,9,7,1,9.90%,33.30%,0.125,0.227,0.167,0.247,0.292,0.241,,49,0.6,-4.6,-3.4,-0.5
1135,2023,Canaan Smith-Njigba,PIT,15,37,0,3,5,1,10.80%,43.20%,0.094,0.235,0.125,0.216,0.219,0.199,,17,-1.3,-5.1,-1.4,-0.5
1136,2022,Stephen Piscotty,OAK,42,139,5,12,14,2,6.50%,34.50%,0.151,0.253,0.19,0.252,0.341,0.258,,70,-0.6,-5.3,-4.1,-0.5
1137,2022,Miguel Vargas,LAD,18,50,1,4,8,1,4.00%,26.00%,0.085,0.206,0.17,0.2,0.255,0.2,,26,0.5,-3.8,-2.9,-0.5
1138,2022,Andrew Vaughn,CHW,134,555,17,60,76,0,5.60%,17.30%,0.159,0.301,0.271,0.321,0.429,0.327,,113,-3.2,4.6,-27.4,-0.5
1139,2022,Michael Pérez,2 Tms,45,132,6,10,14,1,7.60%,24.20%,0.149,0.145,0.149,0.214,0.298,0.228,,42,-0.5,-9.3,-0.2,-0.5
1140,2022,Juan Lagares,LAA,20,62,0,4,0,0,3.20%,24.20%,0.067,0.244,0.183,0.21,0.25,0.203,,24,0,-5.3,-1.8,-0.5
1141,2022,Kevin Plawecki,2 Tms,64,186,1,15,13,0,7.50%,17.20%,0.065,0.265,0.22,0.286,0.286,0.259,,60,-1.8,-10.1,-1,-0.5
1142,2022,Willians Astudillo,MIA,21,55,1,5,4,1,1.80%,5.50%,0.056,0.24,0.241,0.255,0.296,0.243,,53,-0.4,-3.4,-3.7,-0.5
1143,2022,Tyler Nevin,BAL,58,184,2,17,16,0,10.90%,25.00%,0.064,0.259,0.197,0.299,0.261,0.261,,69,-1.2,-7.6,-3.5,-0.6
1144,2022,David MacKinnon,2 Tms,22,57,0,2,6,0,10.50%,29.80%,0,0.206,0.14,0.228,0.14,0.181,,10,0.1,-5.6,-1.5,-0.6
1145,2022,Sheldon Neuse,OAK,89,293,4,25,26,6,6.80%,27.30%,0.074,0.289,0.214,0.273,0.288,0.253,,66,1.3,-9.8,-4.8,-0.6
1146,2022,Lorenzo Cain,MIL,43,156,1,17,9,2,5.10%,23.10%,0.055,0.229,0.179,0.231,0.234,0.212,,31,-0.4,-12.9,2.3,-0.6
1147,2023,TJ Hopkins,CIN,25,44,0,7,1,1,4.50%,38.60%,0,0.292,0.171,0.227,0.171,0.189,,6,-0.1,-5.2,-2,-0.6
1148,2023,Brayan Rocchio,CLE,23,86,0,9,8,0,4.70%,31.40%,0.074,0.364,0.247,0.279,0.321,0.263,,65,-2.2,-5.8,-2.7,-0.6
1149,2023,Casey Schmitt,SFG,90,277,5,28,30,2,4.70%,23.50%,0.119,0.253,0.206,0.255,0.324,0.254,,59,-2,-16,0.9,-0.6
1150,2022,Tim Beckham,MIN,12,25,0,1,1,0,0.00%,36.00%,0,0.125,0.08,0.08,0.08,0.071,,-66,-0.4,-5.1,-1.2,-0.6
1151,2022,Taylor Walls,TBR,142,466,8,53,33,10,11.20%,25.80%,0.113,0.221,0.172,0.268,0.285,0.252,,66,3.2,-14.8,-5.5,-0.6
1152,2022,Tyler Wade,LAA,67,163,1,22,8,8,6.10%,20.20%,0.054,0.274,0.218,0.272,0.272,0.247,,55,-0.1,-8.4,-2.3,-0.6
1153,2023,Nick Pratto,KCR,95,345,7,33,35,1,8.40%,40.00%,0.121,0.388,0.232,0.307,0.353,0.292,,79,-0.5,-9,-8.5,-0.6
1154,2023,Vidal Bruján,TBR,37,84,0,14,6,3,6.00%,25.00%,0.026,0.236,0.171,0.241,0.197,0.206,,29,0.7,-6.5,-2.2,-0.6
1155,2022,Jesús Aguilar,2 Tms,129,507,16,39,51,1,5.50%,23.50%,0.144,0.278,0.235,0.281,0.379,0.288,,84,-2.8,-12.3,-10.2,-0.6
1156,2023,Franmil Reyes,KCR,19,65,2,5,7,0,6.20%,36.90%,0.102,0.257,0.186,0.231,0.288,0.227,,34,-0.8,-5.9,-2.1,-0.6
1157,2022,Nick Senzel,CIN,110,420,5,45,25,8,7.10%,18.10%,0.075,0.276,0.231,0.296,0.306,0.272,,68,-0.9,-16.8,-3,-0.6
1158,2022,Lucius Fox,WSN,10,28,0,2,2,1,3.60%,32.10%,0,0.125,0.08,0.115,0.08,0.094,,-49,0.3,-4.6,-2,-0.6
